batch_id,production_date,raw_material_supplier,pigment_type,pigment_quantity,mixing_time,mixing_speed,product_quality_score,efficiency_score,quality_category
848,2023-10-05,1,Type_C,51.08183815,18.38,High,8.545980699,0.46496086501632206,High
1021,2023-10-05,1,type_a,45.96688775,49.81,High,9.195536012,0.18461224677775545,High
659,2023-10-06,2,type_c,40.57045527,49.14,Low,6.974411097,0.14192940775335774,Medium
139,2023-10-06,2,type_b,31.60206299,9.51,Low,6.21908277,0.6539519211356467,Medium
1692,2023-10-06,1,type_b,50.57674859,31.58,Low,8.85460775,0.2803865658644712,High
1832,2023-10-06,2,type_c,48.9417552,37.03,Medium,5.800433217,0.15664145873615987,Low
178,2023-10-06,2,type_a,34.94748203,21.72,High,5.127919394,0.23609205313075507,Low
852,2023-10-06,2,type_a,31.29708846,9.41,Low,5.826550434,0.6191870811902231,Low
1686,2023-10-08,2,type_a,35.01875575,50.93,Medium,6.67604663,0.13108279265658748,Medium
1172,2023-10-08,2,type_b,29.48130663,44.22,High,4.980216586,0.11262362247851651,Low
459,2023-10-08,2,type_b,26.49649356,51.23,Medium,5.738769296,0.11201970126878782,Low
1249,2023-10-09,2,type_a,40.98898687,8.95,Medium,5.764712931,0.6441020034636872,Low
1168,2023-10-09,2,type_b,36.70839501,26.55,Low,5.360510175,0.20190245480225988,Low
685,2023-10-09,1,type_c,42.56300191,36.97,Medium,7.99035872,0.21613088233703,Medium
1629,2023-10-10,1,type_c,52.68945842,32.29,Medium,5.804850416,0.17977238823165068,Low
865,2023-10-10,1,type_c,46.02481572,55.65,Low,7.289817604,0.1309940270260557,Medium
357,2023-10-10,2,type_a,35.46245967,35.94,High,5.907735597,0.1643777294657763,Low
1983,2023-10-10,1,type_b,45.90515078,12.44,Low,8.914098373,0.7165673933279743,High
1148,2023-10-10,2,type_a,27.13125957,35.730000000000004,Low,5.191751991,0.1453051214945424,Low
288,2023-10-11,2,type_b,33.1762543,59.11,Low,5.298567765,0.08963910954153273,Low
1923,2023-10-11,2,type_b,34.56820929,59.26,Low,6.124732621,0.10335357105973675,Medium
998,2023-10-11,2,type_b,40.23416482,55.5,Medium,5.344085236,0.09628982407207207,Low
480,2023-10-11,2,type_c,35.43794938,42.76,Low,4.338425758,0.1014599101496726,Low
405,2023-10-11,2,type_a,35.38046526,8.91,Low,5.033303788,0.56490502671156,Low
924,2023-10-12,1,type_a,45.33719638,13.36,Low,8.779794751,0.6571702657934133,High
40,2023-10-13,1,type_c,51.68389913,38.97,Low,6.553314545,0.16816306248396204,Medium
148,2023-10-13,2,type_c,33.00058414,21.38,Medium,7.044324706,0.32948197876520113,Medium
492,2023-10-13,1,type_c,41.22311126,21.54,Medium,8.353786095,0.3878266525069638,High
428,2023-10-13,1,type_a,57.17490443,53.82,Medium,7.856273977,0.14597313223708658,Medium
1027,2023-10-13,1,type_a,51.83153775,26.15,Low,7.706908333,0.29471924791587,Medium
960,2023-10-13,1,type_c,44.23003944,54.21,Low,5.823122942,0.10741787386091127,Low
542,2023-10-13,2,type_a,44.09790564,61.14,Low,7.747404151,0.1267158022734707,Medium
1261,2023-10-14,2,type_b,41.9996572,41.02,High,4.548029305,0.11087345941004387,Low
841,2023-10-14,1,type_b,45.80378031,56.84,High,7.711198758,0.13566500277973256,Medium
909,2023-10-14,2,type_b,32.73029191,17.1,High,5.016644159,0.2933710034502924,Low
1683,2023-10-14,2,type_a,43.24284919,49.27,Medium,5.023438143,0.10195734002435558,Low
394,2023-10-14,1,type_c,45.48024269,21.0,High,8.24809507,0.3927664319047619,High
1588,2023-10-14,1,type_a,43.50953336,14.67,Medium,7.887684737,0.537674487866394,Medium
745,2023-10-14,2,type_a,36.16922583,32.53,Low,4.650333852,0.1429552367660621,Low
1411,2023-10-14,1,type_a,45.53137128,46.09,Medium,7.810605415,0.16946420948144933,Medium
410,2023-10-15,1,type_b,51.65442821,23.12,Medium,8.738890005,0.37797967149653977,High
732,2023-10-15,2,type_b,33.31190466,21.02,Low,6.4286159,0.3058332968601332,Medium
1756,2023-10-15,1,type_b,54.43613713,19.69,Medium,8.5923994,0.4363839207719654,High
28,2023-10-15,2,type_b,36.58626966,10.88,Low,6.329747075,0.581778223805147,Medium
248,2023-10-16,2,type_a,34.30851948,34.74,Low,4.501619824,0.1295803058146229,Low
251,2023-10-16,2,type_a,31.87357323,29.98,High,5.867680669,0.19571983552368247,Low
1792,2023-10-16,1,type_a,57.23108339,25.72,Low,7.492933063,0.2913271019828927,Medium
938,2023-10-17,1,type_b,37.59699209,28.32,Medium,9.840691897,0.34748205850988695,High
1234,2023-10-17,2,type_a,38.88512675,55.16,Medium,8.07471712,0.14638718491660627,High
1187,2023-10-17,1,type_a,47.89982164,23.42,Medium,8.482646218,0.36219667882152,High
982,2023-10-17,2,type_b,44.95598291,13.3,High,7.669124441,0.5766258978195489,Medium
1645,2023-10-18,2,type_b,35.11099719,24.8,Medium,4.935495233,0.19901190455645162,Low
1080,2023-10-18,2,type_b,37.91492859,32.16,High,4.959329911,0.15420801962064679,Low
1535,2023-10-19,1,type_c,43.51734327,26.58,Medium,9.527925023,0.3584621904815651,High
1682,2023-10-19,1,type_b,45.48878422,13.19,High,9.22520352,0.6994089097801366,High
1544,2023-10-19,1,type_b,42.94632515,20.97,High,9.890848115,0.4716665767763472,High
1581,2023-10-19,2,type_c,33.01956873,50.13,Medium,6.083452151,0.12135352385796928,Medium
1565,2023-10-19,2,type_a,36.61131824,49.67,Medium,6.563749184,0.13214715490235554,Medium
570,2023-10-19,1,type_c,55.20584083,41.95,Low,8.137506973,0.1939810958998808,High
867,2023-10-19,2,type_b,32.77585803,51.32,Medium,6.177768385,0.12037740422837101,Medium
1972,2023-10-19,2,type_a,28.56729575,21.8,Medium,8.083524191,0.37080386197247706,High
1490,2023-10-19,2,type_c,32.72426478,10.24,-,6.614445753,0.6459419680664062,Medium
17,2023-10-20,2,Type_C,37.95397697,29.77,Medium,4.243053176,0.14252781914679208,Low
1650,2023-10-20,2,type_b,36.80554784,24.42,High,6.120038864,0.25061584209664206,Medium
895,2023-10-20,2,type_b,34.34979278,19.97,Low,7.086203381,0.3548424326990486,Medium
389,2023-10-21,2,type_c,29.97713673,20.97,Low,5.713659143,0.27246824716261325,Low
239,2023-10-21,2,type_b,35.43700925,31.81,High,7.164617185,0.2252315996541968,Medium
1857,2023-10-21,2,type_c,33.92232644,23.58,High,5.688911368,0.24126002408821037,Low
1813,2023-10-21,1,type_b,46.27747754,59.13,High,8.294812265,0.14028094478268222,High
465,2023-10-21,1,type_c,44.43521118,14.6,Medium,7.678666169,0.5259360389726028,Medium
1589,2023-10-21,2,type_c,39.2514438,54.92,Low,6.095947156,0.11099685280407866,Medium
1748,2023-10-22,2,type_a,37.26787294,56.92,Medium,5.325809318,0.09356657269852424,Low
1887,2023-10-22,2,type_c,44.6639248,23.76,High,7.368212599,0.3101099578703703,Medium
1889,2023-10-22,1,type_b,51.30874033,36.27,High,8.064367593,0.222342641108354,High
1788,2023-10-22,2,type_a,36.10931101,38.41,Low,5.642156188,0.14689289737047645,Low
1915,2023-10-22,2,type_c,20.25240947,15.35,Medium,3.79287087,0.2470925648208469,Low
969,2023-10-22,2,type_a,28.52827957,29.63,Medium,5.276447051,0.17807786199797504,Low
1400,2023-10-22,2,type_c,34.74368022,10.39,Medium,6.090990757,0.5862358765158806,Medium
1397,2023-10-23,2,type_c,36.34553021,58.59,Low,6.828367116,0.11654492432155657,Medium
1238,2023-10-23,1,type_b,44.04675339,13.31,High,8.670645404,0.6514384225394441,High
247,2023-10-23,2,Type_C,30.54870515,23.4,Medium,4.908463534,0.2097633988888889,Low
165,2023-10-24,2,type_a,38.35288825,55.59,Medium,5.92186182,0.10652746573124662,Low
65,2023-10-24,1,type_b,44.89930638,46.82,High,8.348610445,0.17831290997436994,High
1882,2023-10-24,2,type_c,40.29927317,19.54,Medium,8.648391032,0.44259933633572157,High
1647,2023-10-24,1,type_c,50.70207505,51.29,-,6.168754555,0.12027207165139403,Medium
602,2023-10-24,2,type_c,49.23054788,23.25,Medium,7.648379789,0.32896257156989245,Medium
1302,2023-10-24,1,type_b,42.6487439,53.41,Low,6.492987947,0.12156876890095487,Medium
1408,2023-10-24,1,type_b,42.03368141,40.94,High,7.175101843,0.17525896050317538,Medium
73,2023-10-25,2,type_b,30.64271775,34.86,Medium,6.581915983,0.1888099823006311,Medium
1155,2023-10-25,1,type_c,57.65513102,23.85,Medium,7.145020875,0.29958158805031443,Medium
1017,2023-10-25,2,type_a,40.18900129,38.06,Medium,6.240160801,0.1639558802154493,Medium
683,2023-10-26,2,type_b,40.68852431,28.53,High,5.49279917,0.19252713529617943,Low
1099,2023-10-26,2,type_c,39.01593666,55.12,Low,4.940864947,0.08963833358127721,Low
637,2023-10-26,2,type_b,30.59185967,56.57,Low,6.801905852,0.12023874583701609,Medium
145,2023-10-26,1,type_c,46.73406182,17.51,High,7.582713397,0.43305045099942885,Medium
1379,2023-10-27,2,type_a,38.56201456,41.93,Low,5.418384311,0.12922452446935367,Low
1228,2023-10-28,2,Type_C,31.34634338,26.9,Medium,6.077139286,0.22591595858736063,Medium
815,2023-10-28,2,type_c,45.46402294,39.47,High,7.188778285,0.18213271560678995,Medium
1382,2023-10-28,2,type_b,31.80156711,21.44,High,5.032029843,0.23470288446828358,Low
1181,2023-10-28,2,type_c,27.53183123,11.17,Medium,6.915865028,0.6191463767233661,Medium
324,2023-10-29,2,type_a,30.30351875,52.4,High,7.423657908,0.14167286083969466,Medium
1253,2023-10-29,2,type_a,33.30031191,26.18,Medium,5.480824718,0.20935159350649352,Low
652,2023-10-30,2,type_a,32.33610888,22.0,Low,6.746999967,0.30668181668181815,Medium
1461,2023-10-30,1,type_b,39.84997501,47.89,Medium,7.055512984,0.1473274793067446,Medium
1233,2023-10-30,2,type_a,30.64647293,54.13,Medium,5.018706954,0.09271581293183077,Low
1694,2023-10-30,2,Type_C,44.83912626,20.42,Medium,5.795358414,0.2838079536728697,Low
158,2023-10-30,2,type_b,39.7966218,51.35,Medium,6.349554315,0.12365246962025316,Medium
564,2023-10-31,2,type_c,30.64199167,57.0,High,5.106117678,0.08958101189473684,Low
1012,2023-10-31,2,type_b,38.97890369,45.49,Low,6.433678773,0.14143061712464278,Medium
1044,2023-11-01,2,type_b,31.77144288,29.98,Medium,6.609042086,0.2204483684456304,Medium
92,2023-11-01,1,type_a,44.74921829,43.15,Medium,6.760448229,0.15667319186558518,Medium
440,2023-11-01,2,type_c,46.55308755,16.64,Low,4.788308878,0.2877589469951923,Low
224,2023-11-01,2,type_c,28.21771119,32.45,Medium,6.486545786,0.1998935527272727,Medium
1659,2023-11-01,1,type_a,47.20537193,20.58,Medium,7.6650154,0.3724497278911565,Medium
1846,2023-11-01,2,type_a,30.80482654,36.85,Low,7.306585007,0.19827910466757123,Medium
1522,2023-11-01,2,type_c,37.52983236,33.68,High,6.090595054,0.18083714530878858,Medium
800,2023-11-02,1,type_a,52.36935078,38.32,High,7.10927856,0.1855239707724426,Medium
1560,2023-11-02,1,type_c,38.4894077,26.95,Medium,7.477012818,0.27744017877551025,Medium
398,2023-11-02,2,Type_C,27.38563415,18.0,Medium,5.692912709,0.31627292827777775,Low
950,2023-11-02,2,type_b,39.84187934,40.47,Medium,6.071573078,0.1500265153941191,Medium
1288,2023-11-02,2,type_a,42.50834412,55.16,Medium,6.311990506,0.11443057480058014,Medium
704,2023-11-02,2,type_a,34.10616679,39.55,High,5.748613541,0.1453505320101138,Low
258,2023-11-02,2,type_c,47.76371604,38.88,Medium,6.245442591,0.16063381149691355,Medium
1954,2023-11-03,2,type_b,37.81489503,37.53,High,6.501429589,0.17323286941113775,Medium
977,2023-11-03,1,type_a,36.81211337,40.52,Low,7.588768081,0.18728450347976308,Medium
1765,2023-11-03,2,type_c,46.71561175,53.83,Medium,6.530957726,0.12132561259520713,Medium
1772,2023-11-03,1,type_b,43.83874098,20.63,Low,7.005986206,0.33960185196316045,Medium
795,2023-11-03,2,type_a,32.08414154,23.29,High,6.745817376,0.2896443699441821,Medium
152,2023-11-04,2,type_c,30.10016577,53.86,High,6.25147789,0.11606902877831415,Medium
647,2023-11-04,2,type_c,41.74919507,49.75,Medium,6.331838819,0.12727314209045226,Medium
937,2023-11-04,1,type_a,44.0787544,12.28,Medium,7.474470524,0.6086702381107493,Medium
140,2023-11-04,2,type_b,36.75131127,58.64,High,5.839821102,0.09958767227148704,Low
639,2023-11-04,2,type_a,36.18954507,28.55,High,5.898457272,0.20660095523642732,Low
282,2023-11-04,2,type_a,25.25817318,12.59,High,4.499955124,0.3574229645750596,Low
1607,2023-11-04,1,type_a,48.84636486,18.21,Low,9.602938283,0.5273442220208676,High
1823,2023-11-04,1,type_a,51.9832134,54.76,High,6.943629324,0.12680111986851716,Medium
424,2023-11-05,1,type_c,44.96591772,25.44,High,7.144421497,0.28083417834119495,Medium
825,2023-11-05,2,type_b,40.29792329,39.29,Low,5.989674402,0.15244780865360144,Low
964,2023-11-05,1,type_b,49.83659928,49.43,High,7.594080329,0.1536330230426866,Medium
1877,2023-11-05,1,type_a,42.08443453,30.27,Low,5.371765385,0.17746169094813347,Low
1574,2023-11-05,2,type_c,28.81081643,42.08,Low,5.907216023,0.14038060891159695,Low
1025,2023-11-05,2,type_c,29.05006031,41.37,Low,4.386436964,0.1060294165820643,Low
1022,2023-11-05,2,type_b,30.55313222,16.06,Low,5.519118768,0.34365621220423415,Low
887,2023-11-05,2,Type_C,30.45357223,45.38,High,6.871839177,0.15142880513442045,Medium
1041,2023-11-06,2,type_a,34.00026839,21.89,Low,6.131805406,0.2801190226587483,Medium
86,2023-11-06,2,type_c,45.52025671,30.74,High,6.290255875,0.20462771226415094,Medium
446,2023-11-07,1,type_a,35.17766553,31.83,High,8.689910853,0.27301008020735157,High
1265,2023-11-07,2,type_c,34.74131117,53.22,Medium,4.242180862,0.07971027549793311,Low
961,2023-11-07,1,type_b,37.92931559,28.62,Low,7.783788895,0.27197026187980433,Medium
149,2023-11-07,1,type_a,46.24967725,32.11,Medium,8.842179105,0.27537150747430705,High
1280,2023-11-07,1,type_b,50.00353786,58.38,High,7.955704788,0.1362744910585817,Medium
1178,2023-11-07,1,type_a,42.96131777,37.75,Low,8.477109858,0.22455920153642386,High
1081,2023-11-08,2,type_c,29.60596145,24.84,High,5.758973112,0.23184271787439611,Low
1802,2023-11-08,2,type_c,39.4327028,32.19,High,7.189771882,0.2233542057160609,Medium
1918,2023-11-08,2,type_b,38.42542607,37.36,Medium,6.530480646,0.1747987324946467,Medium
590,2023-11-08,2,type_c,35.1230634,41.11,High,4.405816369,0.1071714027973729,Low
1833,2023-11-08,1,type_c,50.87288426,55.74,Medium,6.340135456,0.11374480545389307,Medium
619,2023-11-08,1,type_b,44.9643677,44.09,Low,8.343170628,0.18923045198457697,High
1992,2023-11-09,1,type_c,41.74561377,43.54,Medium,7.985851799,0.1834141432935232,Medium
1881,2023-11-09,1,type_c,41.30451459,35.66,Medium,8.462808227,0.23731935577678073,High
558,2023-11-10,1,Type_C,43.50567291,53.09,Low,8.728216865,0.16440416019966095,High
1730,2023-11-10,2,type_c,39.82617972,46.39,High,5.649260244,0.12177754352231084,Low
4,2023-11-11,1,type_a,52.53281707,24.96,High,6.991735371,0.2801176030048077,Medium
894,2023-11-11,2,type_b,34.80450239,12.45,Low,3.67747348,0.29537939598393576,Low
920,2023-11-11,1,type_b,46.72624227,49.89,High,8.514658118,0.17066863335337742,High
1212,2023-11-11,1,type_a,50.08052734,26.54,High,7.323080194,0.2759261565184627,Medium
1389,2023-11-11,2,type_b,30.74791436,37.8,High,5.657897198,0.14967982005291006,Low
1625,2023-11-12,2,type_a,43.11098946,10.71,Medium,5.625277303,0.5252359760037347,Low
90,2023-11-12,2,type_c,43.90466149,53.28,Low,6.446236163,0.12098791597222222,Medium
505,2023-11-12,1,type_c,37.81157431,56.42,Low,9.322273176,0.1652299393123006,High
1660,2023-11-12,2,type_b,40.66648935,24.62,Low,5.734180111,0.2329073968724614,Low
810,2023-11-12,2,type_c,38.61785845,28.81,Low,5.822454909,0.20209840017355085,Low
1550,2023-11-12,2,type_c,34.60034924,52.76,Medium,6.923913986,0.13123415439727065,Medium
361,2023-11-13,2,type_b,40.11620287,25.37,High,6.360984458,0.2507285951123374,Medium
1110,2023-11-13,2,type_a,26.11457551,17.48,Medium,3.892272682,0.22267006189931352,Low
664,2023-11-13,2,type_c,35.79457659,49.59,High,6.336585795,0.1277795078644888,Medium
552,2023-11-13,2,type_c,41.32540945,34.81,Low,5.7267132,0.16451345015800056,Low
352,2023-11-13,1,type_a,49.21943394,31.48,Low,9.325093617,0.2962227959656925,High
249,2023-11-13,2,type_b,20.10262474,30.85,Low,4.49855875,0.14582038087520258,Low
1365,2023-11-13,2,type_a,34.26296505,55.71,Low,7.686137043,0.13796691873990305,Medium
1273,2023-11-13,1,type_c,49.11666108,40.23,High,8.325300928,0.2069426032314194,High
1473,2023-11-14,2,type_a,31.51379089,30.67,Low,3.824477396,0.12469766534072382,Low
891,2023-11-14,1,type_b,47.38031894,55.81,Low,7.79450615,0.13966146120766887,Medium
299,2023-11-14,2,type_b,29.72686967,13.09,Low,6.547871016,0.5002193289533996,Medium
822,2023-11-14,2,type_c,35.72631171,39.86,High,6.035598821,0.15141994031610637,Medium
184,2023-11-15,2,type_b,37.69843972,29.94,High,5.103797299,0.17046751165664661,Low
257,2023-11-15,1,type_a,47.18219518,54.59,Medium,6.656568841,0.1219375131159553,Medium
481,2023-11-15,2,type_c,31.91487555,10.01,Low,4.450964623,0.44465181048951047,Low
1704,2023-11-16,2,type_a,37.67234796,46.49,-,2.836371353,0.06101035390406539,Low
289,2023-11-16,2,type_a,33.43022157,45.3,Low,6.992942555,0.15436959282560708,Medium
510,2023-11-16,1,type_b,42.35777322,52.68,High,7.551468685,0.14334602667046317,Medium
208,2023-11-16,2,type_a,40.27257809,36.61,Medium,5.747558477,0.15699422226167714,Low
1362,2023-11-16,2,type_c,41.71958494,20.5,High,5.429346763,0.2648461835609756,Low
1595,2023-11-17,2,type_a,31.5014261,55.54,High,7.238504438,0.130329572164206,Medium
1991,2023-11-17,1,type_b,40.57195131,51.61,High,7.598075711,0.1472209980817671,Medium
886,2023-11-17,1,type_b,40.75289815,28.54,High,7.137522245,0.25008837578836723,Medium
11,2023-11-18,2,Type_C,34.88740755,55.92,Medium,7.033354146,0.12577528873390556,Medium
676,2023-11-18,1,type_c,43.18742983,46.28,Medium,9.235177201,0.19955006916594642,High
1791,2023-11-18,2,type_c,41.20760654,27.99,Medium,4.742809691,0.16944657702750981,Low
1169,2023-11-18,2,type_b,39.60966459,46.59,Low,6.121612774,0.1313932769693067,Medium
658,2023-11-18,2,type_c,29.68545503,30.38,High,6.281433926,0.20676214371296905,Medium
1828,2023-11-18,1,type_a,47.24026199,51.69,Low,8.370139736,0.16192957508222094,High
1590,2023-11-18,2,type_c,30.97333329,15.48,High,4.919322432,0.31778568682170544,Low
420,2023-11-18,1,type_b,44.32535038,20.25,-,8.777241989,0.43344404883950616,High
1108,2023-11-18,1,type_a,47.04110606,38.14,Medium,7.192303812,0.1885763977975878,Medium
1552,2023-11-19,2,type_b,40.97211905,46.14,Medium,3.680119945,0.07975986009969657,Low
188,2023-11-19,2,type_a,41.03007173,9.37,High,7.033249512,0.750613608537887,Medium
934,2023-11-19,1,type_c,44.79683725,21.12,Low,7.712462246,0.3651734017992424,Medium
968,2023-11-19,1,type_c,46.16765242,41.5,Low,7.142043873,0.17209744272289157,Medium
485,2023-11-19,2,type_c,34.5648288,10.64,Medium,7.623070696,0.7164540127819549,Medium
217,2023-11-19,1,type_a,41.77933762,38.58,Medium,9.167006586,0.23761033141524104,High
1159,2023-11-19,2,type_c,31.51150253,30.52,Low,6.567015171,0.2151708771625164,Medium
1919,2023-11-20,2,type_c,44.46598513,23.03,Medium,7.613952834,0.33061019687364307,Medium
400,2023-11-20,1,type_a,47.15209142,37.67,High,9.144910882,0.24276376113618262,High
278,2023-11-20,2,type_c,42.24243725,31.68,Low,6.297559503,0.19878660047348484,Medium
1871,2023-11-20,1,type_b,41.65473664,41.35,Low,9.118285582,0.220514766191052,High
871,2023-11-20,1,type_c,48.58325913,64.18,Medium,8.21213159,0.1279546835462761,High
327,2023-11-20,1,type_c,41.03504236,18.29,Low,7.881842031,0.4309372351558229,Medium
1777,2023-11-21,1,type_a,47.74555883,40.53,Low,9.53420859,0.23523830717986677,High
985,2023-11-21,1,type_a,42.64627085,11.26,Low,9.441055853,0.8384596672291297,High
1948,2023-11-21,1,type_b,40.05358746,24.15,Medium,7.245911001,0.30003772260869566,Medium
1770,2023-11-21,2,type_b,42.00129358,26.95,Low,5.161756604,0.19153085729128014,Low
10,2023-11-21,1,type_a,42.89316877,18.61,High,9.876712491,0.5307207141859215,High
759,2023-11-21,1,type_c,46.22976725,10.49,High,8.76942402,0.835979410867493,High
717,2023-11-21,2,type_c,30.63177535,35.88,Medium,4.039619026,0.11258692937569674,Low
47,2023-11-21,2,type_c,31.94261895,9.59,Low,5.75652917,0.6002637299270074,Low
1968,2023-11-22,2,Type_C,28.10318061,17.21,Medium,8.087166363,0.4699108868680999,High
379,2023-11-22,1,type_c,35.97084281,30.04,Medium,8.993959351,0.29939944577230365,High
62,2023-11-23,1,type_c,40.45916442,19.24,Low,7.327039367,0.380823251923077,Medium
1496,2023-11-23,2,type_c,42.25337037,45.15,Low,6.788920793,0.1503636941971207,Medium
933,2023-11-23,2,type_c,29.43979252,54.76,Medium,4.264268456,0.07787195865595326,Low
2,2023-11-23,2,type_b,42.87347936,44.97,High,6.849125592,0.1523043271514343,Medium
1063,2023-11-23,2,type_b,22.31546773,15.04,High,6.125231738,0.4072627485372341,Medium
1970,2023-11-24,2,type_a,27.0309156,39.55,High,5.605314428,0.14172729274336285,Low
1841,2023-11-24,2,type_b,46.08101344,38.57,Low,6.346214545,0.16453758218822917,Medium
1000,2023-11-24,2,type_a,30.87971682,46.12,High,7.741484118,0.1678552497398092,Medium
64,2023-11-24,2,type_a,36.52604312,51.51,High,6.654900907,0.12919629017666473,Medium
1744,2023-11-24,2,type_b,19.41304188,43.93,High,6.926247376,0.15766554463919874,Medium
1088,2023-11-24,2,type_a,29.39631375,23.96,High,7.638759744,0.3188130110183639,Medium
1073,2023-11-24,1,type_b,48.10772904,50.58,Medium,7.354858203,0.14541040338078293,Medium
1724,2023-11-25,2,type_b,29.39381696,9.1,Medium,5.707024659,0.627145566923077,Low
1476,2023-11-25,1,type_b,38.14306003,36.16,Medium,10.0,0.2765486725663717,High
1820,2023-11-25,2,type_a,40.53598053,54.96,-,6.394898771,0.11635550893377002,Medium
464,2023-11-25,2,type_c,32.42341072,46.33,Medium,4.892971662,0.10561130287071012,Low
629,2023-11-26,2,type_c,24.75320889,31.07,Low,6.190781607,0.19925270701641454,Medium
85,2023-11-26,1,type_c,52.82662619,46.96,Medium,7.52240118,0.16018741865417377,Medium
654,2023-11-26,2,type_a,37.93650642,43.02,Medium,6.444777119,0.1498088591120409,Medium
912,2023-11-26,2,type_c,36.55182389,34.55,High,5.34810487,0.1547931945007236,Low
1664,2023-11-26,2,type_a,40.64523308,34.55,Medium,6.270555892,0.18149221105643995,Medium
418,2023-11-26,1,type_c,43.02955467,35.35,High,8.331002621,0.23567192704384723,High
1533,2023-11-26,2,type_c,31.71518173,22.66,Medium,5.205712943,0.2297313743601059,Low
448,2023-11-26,2,type_a,31.95003004,21.44,Low,7.822330497,0.36484750452425374,Medium
1967,2023-11-26,2,type_b,28.51523903,35.730000000000004,High,6.951620693,0.1945597731038343,Medium
1056,2023-11-26,1,type_b,39.50855729,47.05,Low,9.103929331,0.19349477855472902,High
297,2023-11-27,1,type_c,41.81894037,32.25,High,6.371793561,0.19757499413953486,Medium
846,2023-11-27,1,type_a,41.55057587,43.82,Medium,6.041383057,0.13786816652213602,Medium
952,2023-11-27,2,type_c,27.4528773,36.12,Medium,5.495061504,0.15213348571428573,Low
326,2023-11-27,1,type_b,52.43423907,22.99,Medium,9.330954751,0.40587015010874294,High
931,2023-11-28,2,type_c,35.87657923,18.7,Low,4.169649944,0.2229759328342246,Low
583,2023-11-28,1,type_c,45.67882609,15.05,Medium,8.447983116,0.5613277817940199,High
1892,2023-11-28,2,type_a,37.40150584,33.37,Medium,6.807333282,0.203995603296374,Medium
696,2023-11-28,2,type_b,43.18532414,14.85,Medium,5.123334359,0.3450056807407408,Low
1132,2023-11-29,2,type_b,29.30113846,40.08,High,5.874083388,0.14655896676646707,Low
1910,2023-11-29,2,type_b,32.58784694,29.15,Medium,6.991528608,0.2398466074785592,Medium
1811,2023-11-29,1,type_a,52.22349694,12.95,Medium,7.170406344,0.5536993315830117,Medium
1189,2023-11-29,1,type_c,40.75027468,24.0,Low,6.116223929,0.25484266370833336,Medium
199,2023-11-29,2,type_a,41.58222255,35.08,High,6.294731259,0.1794393175313569,Medium
1370,2023-11-29,2,type_c,30.80188345,41.36,High,5.039247715,0.12183867782882012,Low
68,2023-11-29,2,type_c,43.55384851,20.34,Medium,6.761050959,0.33240171873156343,Medium
29,2023-11-29,2,type_a,31.01281959,33.0,Low,5.244417241,0.15892173457575756,Low
1266,2023-11-29,2,type_b,35.87310547,21.15,High,4.251001079,0.20099295881796692,Low
1104,2023-11-30,2,type_c,29.85768635,16.72,Low,4.872876449,0.29143997900717705,Low
1423,2023-11-30,2,type_a,24.4321689,14.21,Medium,5.099579037,0.3588725571428571,Low
1306,2023-11-30,1,type_c,43.6542672,41.57,Medium,8.623757335,0.2074514634351696,High
535,2023-11-30,2,type_c,41.90853419,43.64,Low,5.898795701,0.13516947069202567,Low
1747,2023-11-30,2,type_b,35.41782697,11.09,Medium,5.217096933,0.47043254580703336,Low
263,2023-11-30,2,type_a,35.45430535,42.57,Medium,5.040808547,0.11841222802443035,Low
1712,2023-11-30,1,type_b,38.14383017,37.33,High,7.221861397,0.19345998920439325,Medium
370,2023-11-30,2,type_c,28.4455703,45.47,High,5.231971822,0.1150642582361997,Low
1547,2023-12-01,2,type_c,32.26338781,16.75,Low,6.204014582,0.3703889302686567,Medium
1033,2023-12-01,1,type_c,40.90472812,41.52,Medium,5.651338389,0.13611123287572255,Low
374,2023-12-01,2,type_a,31.91073394,52.06,Low,6.12876285,0.11772498751440645,Medium
1117,2023-12-01,2,type_a,47.50939817,35.730000000000004,High,6.110285193,0.17101273979848866,Medium
707,2023-12-01,2,type_b,43.0314663,60.66,High,6.99896004,0.11538015232443126,Medium
396,2023-12-02,1,type_a,54.52653551,51.44,Low,7.158422072,0.13916061570762053,Medium
385,2023-12-02,2,type_b,32.99004088,48.87,Low,6.086440509,0.12454349312461634,Medium
1146,2023-12-03,2,type_b,27.91822093,8.13,High,5.107363061,0.6282119386223862,Low
1869,2023-12-03,2,type_c,38.72965539,58.78,High,5.55341679,0.09447799914937054,Low
1424,2023-12-03,2,type_b,30.12422675,28.62,Low,5.065646575,0.1769967356743536,Low
434,2023-12-04,2,type_a,30.60337821,23.31,Medium,5.179420729,0.2221973714714715,Low
1201,2023-12-04,1,type_b,41.02005207,45.35,Low,6.915630284,0.15249460383682467,Medium
466,2023-12-04,2,type_c,31.91358816,40.71,Medium,6.159722392,0.15130735426185213,Medium
1343,2023-12-04,1,type_a,44.12311371,31.81,Medium,8.080877095,0.2540357464633763,High
195,2023-12-04,1,type_a,37.69497514,47.65,High,6.32773935,0.13279620881427073,Medium
1003,2023-12-04,1,type_a,36.32846145,34.44,High,8.270484098,0.24014181469221837,High
1746,2023-12-04,1,type_a,44.16566978,30.01,High,8.018263989,0.2671864041652782,High
116,2023-12-05,2,type_a,42.50714729,15.98,High,5.715952503,0.35769414912390485,Low
